No,material,feedrate,clamp_pressure,X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower_transformed,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
16,wax,20.00,3.00,198,0,0,198,0,0,0.179,2.78E-19,331,0,0.00000249,158,0,0,158,0,0,-0.898,2.78E-19,329,0,0.00000158,119,0,0,119,0,0,0,0,0,0,-273,-0.00175,-0.625,-273,0,0,0.706,2.77E-19,330,0,-0.00000515,12,1,0,50,Prep
16,wax,20.00,3.00,198,0,0,198,0,0,1.46,2.78E-19,331,0,0,158,0,0,158,0,0,-0.578,2.78E-19,329,0,-0.00000149,119,0,0,119,0,0,0,0,0,0,-273,0.00075,0.625,-273,0,0,0.706,2.77E-19,330,0,0.0000053,12,1,0,50,Prep
16,wax,20.00,3.00,198,0,6.25,198,0,0,0.0188,2.78E-19,330,0,-0.00000191,158,0,0,158,0,0,-1.22,2.78E-19,329,0,0,119,0,0,119,0,0,0,0,0,0,-273,0,0.25,-273,0,0,0.476,2.77E-19,330,0,-0.00000373,12,1,0,50,Prep
16,wax,20.00,3.00,198,0,0,198,0,0,-0.779,2.78E-19,330,0,0,158,0,0,158,0,0,-0.262,2.78E-19,329,0,-0.00000494,119,0,0,119,0,0,0,0,0,0,-273,-0.00175,-0.875,-273,0,0,0.989,2.77E-19,330,0,-0.00000329,12,1,0,50,Prep
16,wax,20.00,3.00,198,0,0,198,0,0,-1.74,2.78E-19,330,0,0,158,0,0,158,0,0,-2.17,2.78E-19,329,0,-0.00000195,119,0,0,119,0,0,0,0,0,0,-273,0,0,-273,0,0,0.476,2.77E-19,330,0,0,12,1,0,50,Prep
16,wax,20.00,3.00,198,0,0,198,0,0,0.0199,2.78E-19,330,0,-0.00000096,158,0,0,158,0,0,-0.578,2.78E-19,329,0,0,119,0.025,12.5,119,0,0,0,0,0,0,-273,-0.001,-0.25,-273,0,0,0.989,2.77E-19,330,0,-0.00000423,12,1,0,50,Prep
8,wax,20.00,4.00,151,-0.075,-37.5,151,0,0,0.78,0.0273,325,2.2,0.0000024,73,-0.05,-25,73,0,0,0.0601,0.0147,324,1.49,-0.000000079,29.9,-20.1,-81.2,29.7,-20,0,0,0,0,0,1600,53.2,-81,1600,53.3,0.000000954,25,1.14,317,118,0.218,12,1,96,20,Layer 3 Down
8,wax,20.00,4.00,151,0.075,31.3,151,0,0,-0.0461,0.029,325,2.15,0.0000027,73,0.025,12.5,73,0,0,-0.74,0.0257,323,1.78,0,27.8,-16.4,881,27.7,-8,1000,0,0,0,0,1610,53.4,-14.8,1610,53.3,0.000000954,20.3,1.01,320,118,0.195,12,1,96,20,Layer 3 Down
8,wax,20.00,4.00,150,-20.2,6.25,150,-20,0,-7.07,0.111,323,32.7,0.00463,73,-0.05,-25,73,0,0,0.539,0.0211,323,1.04,-1.37E-08,27.7,0,0,27.7,0,0,0,0,0,0,1610,53.3,-13.6,1620,53.3,0,21.6,0.864,317,121,0.164,12,1,96,20,Layer 3 Down
8,wax,20.00,4.00,148,-20,31.3,148,-20,0,-7.06,0.108,324,32.7,0.00447,73,-0.025,-6.25,73,0,0,0.379,0.0285,323,1.22,0.000000435,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1620,53.2,-37.1,1620,53.3,0,23.9,1.22,315,119,0.236,12,1,96,20,Layer 3 Down
8,wax,20.00,4.00,146,-1.55,-413,146,-10,-1000,-13.6,0.231,324,15.2,0.00185,73,0.025,18.8,73,0.107,20.8,0.699,0.0225,323,0.886,0,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1630,53.4,14.9,1630,53.3,0,18.1,0.938,321,118,0.181,12,1,96,20,Layer 3 Down
8,wax,20.00,4.00,144,-18.5,50,144,-18.3,33.6,-5.63,0.122,324,30.5,0.0048,73.4,7.95,75,73.4,8.15,77,3.63,0.108,322,18.3,0.00178,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1630,53.3,-7.38,1630,53.3,0,22.3,0.866,321,122,0.166,12,1,98,20,Layer 3 Down
8,wax,20.00,4.00,143,-13.8,156,143,-13.4,62.1,-4.85,0.106,324,24.6,0.00306,74.5,14.2,-68.7,74.6,14.9,56.6,7.28,0.12,322,25,0.00361,27.7,0.05,25,27.7,0,0,0,0,0,0,1640,53.3,-15.6,1640,53.3,0.000000954,20.9,1.01,320,121,0.194,12,1,98,20,Layer 3 Down
8,wax,20.00,4.00,142,-6.9,-25,142,-6.12,79.7,-4.73,0.0876,324,12.3,0.00125,76.2,19,119,76.3,19,26.4,6.09,0.124,322,32.9,0.00474,27.7,0,6.25,27.7,0,0,0,0,0,0,1640,53.6,78.1,1640,53.3,-0.000000954,14,0.813,321,116,0.148,12,1,98,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.15,-68.7,141,0,0,-1.99,0.0509,324,4.73,0,77.8,3.25,806,77.8,9.88,971,15.2,0.178,323,16.5,0.00123,27.7,-0.025,-12.5,27.7,0,0,0,0,0,0,1650,53.2,-45,1650,53.3,0,27.6,0.996,321,123,0.188,12,1,98,20,Layer 3 Down
8,wax,20.00,4.00,147,-20,6.25,146,-20,0,-6.68,0.119,323,33,0.00489,72.4,0.025,18.8,72.4,0,0,-1.75,0.0187,323,3.07,-0.000000949,27.7,0.025,12.5,27.7,0,0,0,0,0,0,2140,53.4,30.9,2140,53.3,0,17.2,0.804,319,119,0.155,12,1,2,20,Layer 3 Down
8,wax,20.00,4.00,145,-20.2,-31.3,144,-20,0,-7.53,0.122,323,32.4,0.00517,72.4,0.025,12.5,72.4,0,0,0.01,0.0216,323,0.55,0,27.7,0.025,12.5,27.7,0,0,0,0,0,0,2140,53.2,-80.4,2140,53.3,0.000000954,26.4,1.06,319,120,0.201,12,1,127,20,Layer 3 Down
8,wax,20.00,4.00,143,-19.8,-100,143,-19.1,43.7,-5.31,0.107,323,32.4,0.00431,72.4,4.7,119,72.5,6.01,146,7.3,0.118,323,12.9,0.00124,27.7,0.025,12.5,27.7,0,0,0,0,0,0,-2150,53.4,56.7,-2150,53.3,-0.000000954,15.2,0.92,318,118,0.174,12,1,127,20,Layer 3 Down
8,wax,20.00,4.00,142,-10.4,256,142,-9.62,133,-5.16,0.0971,324,20.5,0.00212,73.6,16.6,-37.5,73.8,17.5,75.5,11.4,0.162,322,28.8,0.00564,27.7,0.025,12.5,27.7,0,0,0,0,0,0,-2140,53.3,-9.56,-2140,53.3,0,24.5,0.938,318,119,0.179,12,1,129,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.125,-81.2,141,0,0,-2.79,0.0582,324,2.36,0.00000824,75.1,10.3,1190,75.2,18,1000,13.3,0.24,322,24.6,0.00546,27.7,0.025,12.5,27.7,0,0,0,0,0,0,-2140,53.2,-35.4,-2140,53.3,0,24,1.04,319,120,0.201,12,1,129,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.175,-93.7,141,0,0,-4.84,0.0509,324,3.07,0.00000752,76.8,3.3,-844,76.8,0,-31.3,-6.82,0.138,323,6.28,-0.000376,27.7,0.025,12.5,27.7,0,0,0,0,0,0,-2130,53.4,52.4,-2130,53.3,0,17.9,0.884,318,120,0.169,12,1,129,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.2,-93.7,141,0,0,-1.35,0.0437,324,1.8,0.0000127,77.8,0.05,238,77.8,0,0,1.46,0.0439,323,1.65,0.00000597,27.7,1.52,388,27.8,10,1000,0,0,0,0,-2130,53.4,-14.3,-2120,53.3,0.000000954,20.2,0.955,318,117,0.185,12,1,129,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.15,-87.5,141,0,0,-0.945,0.0471,323,3.04,0.0000283,77.8,0,0,77.8,0,0,0.848,0.0196,322,1.52,0,31.6,49.9,-37.5,32,50,0,0,0,0,0,-2120,53.4,18.4,-2120,53.3,-0.000000954,18.5,0.869,318,119,0.166,12,1,132,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.175,-100,141,0,0,-1.49,0.044,323,2.28,0.00000631,77.8,0.025,6.25,77.8,0,0,0.828,0.0212,322,1.15,0,36.6,50,-6.25,37,50,0,0,0,0,0,-2110,53.3,23.4,-2110,53.3,0,23.9,0.985,316,121,0.189,12,1,132,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.15,-75,141,0,0,-1.1,0.049,323,2.61,0.0000147,77.8,0,0,77.8,0,0,1.46,0.0172,322,1.49,0,41.6,49.9,-18.8,42,50,0,0,0,0,0,-2110,53.4,20.2,-2110,53.3,0,20.2,0.943,317,114,0.182,12,1,132,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.1,-56.3,141,0,0,-2.79,0.0337,324,6.29,-0.000022,101,17.4,-631,101,9,-1000,-11.3,0.174,323,7.73,-0.00396,28.7,0,-6.25,28.7,0,0,0,0,0,0,1170,53.3,-17.4,1170,53.3,0.000000954,22.6,1.06,315,117,0.204,12,1,2,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.05,-18.8,141,0,0,-2.24,0.0459,324,1.15,0.0000132,102,20.1,131,102,20,0,10.7,0.161,322,32.5,0.00664,28.7,0.025,12.5,28.7,0,0,0,0,0,0,1170,53.5,68.5,1170,53.3,-0.000000954,14.9,0.797,315,120,0.15,12,1,68,20,Layer 3 Down
8,wax,20.00,4.00,142,6.05,119,142,7.17,143,6.67,0.117,324,14.7,0.00152,104,18.9,-213,104,18.7,-52.6,8.88,0.126,323,31.9,0.00481,28.7,0.025,12.5,28.7,0,0,0,0,0,0,1180,53.2,-51.4,1180,53.3,0,32.8,1.06,316,118,0.2,12,1,68,20,Layer 3 Down
8,wax,20.00,4.00,143,17.9,37.5,143,18.3,63,5.78,0.129,324,30.6,0.00492,105,8.85,-300,105,7.97,-139,2.65,0.0383,323,16.8,0.000625,28.7,0.025,6.25,28.7,0,0,0,0,0,0,1180,53.2,-40.4,1180,53.3,0,24.4,1.07,320,120,0.205,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,144,19.7,506,145,20,0,9.05,0.181,324,32,0.00709,105,-0.025,0,105,0,0,0.501,0.014,323,3.4,0,28.7,0,-6.25,28.7,0,0,0,0,0,0,1190,53.4,-8.44,1190,53.3,0,19,0.929,320,120,0.18,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,146,19.9,-18.8,147,20,0,7.82,0.132,324,31.9,0.00552,105,0.05,25,105,0,0,-0.341,0.0172,323,3.71,-0.00000202,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1190,53.3,30,1190,53.3,0,23.7,0.996,320,122,0.191,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,148,19.9,-31.3,149,20,0,6.63,0.122,324,33.3,0.00512,105,0.05,18.8,105,0,0,-1.87,0.0311,323,1.48,-0.00000613,28.7,-0.025,-18.8,28.7,0,0,0,0,0,0,1200,53.3,-28,1200,53.3,0.000000954,19,1,320,119,0.194,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,150,20,43.8,151,20,0,7.72,0.135,324,33.7,0.00569,105,0,6.25,105,0,0,-0.637,0.0215,323,2.87,0,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1200,53.5,44.1,1200,53.3,-0.000000954,16.1,0.757,321,121,0.144,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,152,20.1,43.8,153,20,0,7.99,0.124,324,31.7,0.00509,105,0,6.25,105,0,0,-0.549,0.0193,323,3.24,-0.00000298,28.7,-0.025,-18.8,28.7,0,0,0,0,0,0,1210,53.2,0.125,1210,53.3,0,25.7,1.12,320,122,0.216,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,154,19.8,-25,155,20,0,8.69,0.136,324,33.8,0.00557,105,0.05,25,105,0,0,-0.681,0.0241,323,3.21,0.00000168,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1210,53.4,17.1,1220,53.3,0,17.8,0.992,320,118,0.192,12,1,70,20,Layer 3 Down
8,wax,20.00,4.00,141,-0.175,-87.5,141,0,0,-1.45,0.0481,327,2.11,0.0000363,77.8,-0.025,-6.25,77.8,0,0,0.00253,0.0233,326,1.38,0.00000174,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0,0.25,-2050,0,0,0.346,2.73E-19,327,0,-0.000000146,12,1,2,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.1,-62.5,141,0,0,-1.65,0.0533,327,2.78,0.0000466,77.8,0.025,12.5,77.8,0,0,-1.62,0.0269,326,2.53,0,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0,-0.5,-2050,0,0,0.0768,2.73E-19,327,0,-0.00000157,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.1,-62.5,141,0,0,-0.851,0.0542,327,2.59,0.0000314,77.8,-0.025,-6.25,77.8,0,0,1.15,0.0184,326,0.925,0.00000203,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,-0.0035,-1.69,-2050,0,0,0.34,2.73E-19,327,0,2.36E-08,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.1,-62.5,141,0,0,-0.00584,0.0496,327,4.29,0.00000712,77.8,0,-6.25,77.8,0,0,0.991,0.0196,326,0.244,0,55.7,0,0,55.7,0,0,0,0,0,0,-2050,0,0,-2050,0,0,0.34,2.73E-19,327,0,-0.000000636,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.15,-75,141,0,0,-0.553,0.0501,327,3.07,0.0000227,77.8,0,-6.25,77.8,0,0,-0.537,0.0236,326,1.61,0.00000101,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,-0.001,-0.5,-2050,0,0,0.0711,2.73E-19,327,0,0,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.15,-81.2,141,0,0,-0.648,0.0508,327,3.34,0.0000207,77.8,-0.025,-12.5,77.8,0,0,0.308,0.0223,326,0.42,-0.00000406,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0,0.25,-2050,0,0,-0.187,2.73E-19,327,0,5.55E-08,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.1,-56.3,141,0,0,-1.3,0.048,327,2.45,0.00000722,77.8,-0.025,-6.25,77.8,0,0,0.919,0.0221,326,0.556,0.00000202,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0.001,0.25,-2050,0,0,-0.187,2.73E-19,327,0,0.000000292,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.075,-43.8,141,0,0,-3.09,0.0535,327,0.32,0.0000164,77.8,0.025,6.25,77.8,0,0,2,0.0196,326,2.37,-0.00000195,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,-0.002,-1,-2050,0,0,0.0711,2.73E-19,327,0,-0.000000179,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.125,-62.5,141,0,0,-1.7,0.053,327,2.44,0.0000452,77.8,-0.025,-12.5,77.8,0,0,1.46,0.0192,326,1.19,0,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0.001,0.75,-2050,0,0,0.34,2.73E-19,327,0,0.000000184,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,141,-0.125,-62.5,141,0,0,-0.303,0.0497,328,3.64,0.0000151,77.8,0,-6.25,77.8,0,0,1.46,0.0194,326,0.91,0.00000343,55.7,0.025,12.5,55.7,0,0,0,0,0,0,-2050,0,0,-2050,0,0,0.346,2.73E-19,327,0,0.00000115,12,1,0,50,Layer 3 Down
8,wax,20.00,4.00,198,-0.025,-12.5,198,0,0,-0.14,0.0203,328,1.81,0.000005,158,0,-6.25,158,0,0,-0.895,0.014,327,3.07,-0.000000939,119,0,0,119,0,0,0,0,0,0,306,-0.00075,-0.375,306,0,0,0.499,2.71E-19,328,0,0,12,1,2,20,End
8,wax,20.00,4.00,198,-0.025,-18.8,198,0,0,-3.34,0.0252,328,4.48,0,158,0.025,6.25,158,0,0,-3.92,0.0224,326,7.44,0.0000025,119,0,0,119,0,0,0,0,0,0,306,0,0.5,306,0,0,0.709,2.71E-19,327,0,-0.00000611,12,1,0,20,End
8,wax,20.00,4.00,198,-0.025,-18.8,198,0,0,-0.779,0.0226,328,1.81,-0.00000348,158,0,6.25,158,0,0,0.058,0.0178,326,0.823,0.00000131,119,0,-6.25,119,0,0,0,0,0,0,306,0.00075,0.188,306,0,0,1,2.71E-19,327,0,0.00000233,12,1,0,20,End
8,wax,20.00,4.00,198,0,18.8,198,0,0,-0.3,0.0208,328,0.701,-0.00000193,158,0,-6.25,158,0,0,1.02,0.0281,327,0.551,0.00000336,119,-0.025,-12.5,119,0,0,0,0,0,0,306,0,0.25,306,0,0,-0.00338,2.71E-19,327,0,-0.00000214,12,1,0,20,End
8,wax,20.00,4.00,198,0,6.25,198,0,0,0.66,0.0206,328,1.98,0.00000137,158,0.05,18.8,158,0,0,0.0606,0.0216,326,1.25,0,119,-0.025,-12.5,119,0,0,0,0,0,0,306,0,-0.25,306,0,0,0.288,2.71E-19,327,0,0,12,1,0,20,End
8,wax,20.00,4.00,198,-0.025,-6.25,198,0,0,0.02,0.0202,327,0.585,0.000000734,158,0.025,12.5,158,0,0,-0.418,0.0199,326,1.53,0.000000801,119,0,0,119,0,0,0,0,0,0,306,-0.001,-0.25,306,0,0,1.21,2.71E-19,327,0,-0.00000471,12,1,0,20,End
8,wax,20.00,4.00,198,0.025,18.8,198,0,0,-1.9,0.0196,328,2.27,0,158,0.025,6.25,158,0,0,-0.418,0.0156,327,2.06,0,119,-0.025,-12.5,119,0,0,0,0,0,0,306,-0.001,-0.25,306,0,0,-0.00338,2.71E-19,327,0,-0.00000617,12,1,0,20,End
8,wax,20.00,4.00,198,0.025,6.25,198,0,0,0.179,0.0284,328,1.45,0.00000113,158,-0.025,-6.25,158,0,0,0.0609,0.0108,326,1.54,-3.65E-08,119,0,6.25,119,0,0,0,0,0,0,306,0.00125,1.31,306,0,0,1,2.71E-19,327,0,-0.00000363,12,1,0,20,End
8,wax,20.00,4.00,198,0.025,12.5,198,0,0,-0.301,0.02,328,1.35,-0.0000015,158,0.025,12.5,158,0,0,-1.22,0.0204,327,2.69,0.000000678,119,0.025,12.5,119,0,0,0,0,0,0,306,0.001,0,306,0,0,-6.11,2.71E-19,327,0,-0.00000129,12,1,0,20,End
8,wax,20.00,4.00,198,0.025,12.5,198,0,0,-0.14,0.0299,328,0.942,-0.000000452,158,0.025,6.25,158,0,0,0.0633,0.0185,326,1.81,0.000000782,119,0,0,119,0,0,0,0,0,0,306,0.00175,0.875,306,0,0,1,2.71E-19,327,0,0.00000175,12,1,0,20,End
8,wax,20.00,4.00,198,-0.05,-25,198,0,0,-0.939,0.0205,328,1.1,0,158,0.05,18.8,158,0,0,0.222,0.02,326,1.41,-0.00000107,119,0,0,119,0,0,0,0,0,0,306,0.00075,0.188,306,0,0,0.709,2.71E-19,327,0,0.0000036,12,1,0,20,End
8,wax,20.00,4.00,150,-20.1,-31.3,150,-20,0,-7.31,0.107,324,32.4,0.00443,89.5,-0.05,-25,89.5,0,0,5.4,0.0762,323,6.46,-0.0000361,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,456,53.3,26.4,457,53.3,-0.000000954,25.2,1.02,320,119,0.197,12,1,2,20,End
8,wax,20.00,4.00,148,-20,50,148,-20,0,-7.88,0.12,324,32.1,0.00501,89.5,0,-12.5,89.5,0,0,3.16,0.0746,323,9.04,-0.0000234,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,462,53.2,-62.7,462,53.3,0,29.2,1.17,319,116,0.225,12,1,23,20,End
8,wax,20.00,4.00,146,-19.9,62.5,146,-20,0,-6.96,0.124,324,32.2,0.00526,89.5,-0.025,-18.8,89.5,0,0,5.67,0.0742,323,5.82,-0.0000118,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,467,53.4,35.5,467,53.3,0,16.8,0.846,320,118,0.161,12,1,23,20,End
8,wax,20.00,4.00,144,-19.9,12.5,144,-13.6,1000,-7.22,0.129,324,33,0.00538,89.5,-0.05,-31.3,89.5,0,0,5.39,0.0758,323,6.42,-0.0000481,29.7,0,0,29.7,0,0,0,0,0,0,472,53.2,-39.4,473,53.3,0,36.9,1.13,319,112,0.217,12,1,23,20,End
8,wax,20.00,4.00,143,-18,43.8,143,-17.7,69.6,-7.09,0.144,324,31.2,0.00475,89.8,8.65,93.7,89.9,9.92,134,7.77,0.131,323,19.3,0.00244,29.7,0,0,29.7,0,0,0,0,0,0,478,53.4,-6,478,53.3,0.000000954,21.1,0.979,319,116,0.189,12,1,23,20,End
8,wax,20.00,4.00,142,-7.35,131,142,-6.26,144,-3.79,0.0738,324,14.7,0.00112,91.2,18.6,106,91.3,19,50,7.98,0.135,323,33.9,0.0052,29.7,0,0,29.7,0,0,0,0,0,0,483,53.4,26.2,483,53.3,-0.000000954,19.8,0.771,321,118,0.146,12,1,24,20,End
8,wax,20.00,4.00,141,0.075,37.5,141,0,0,-2.84,0.0342,324,4.73,-0.0000154,92.5,19.2,-175,92.7,20,0,3.72,0.108,323,28.3,0.00398,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,488,53.2,-53.7,489,53.3,0,31.8,1.15,319,116,0.223,12,1,24,20,End
8,wax,20.00,4.00,141,0.025,6.25,141,0,0,-2.54,0.0544,324,1.92,0.0000156,94,-0.025,244,94,6,1000,0.85,0.0405,323,1.06,0,29.7,0.025,12.5,29.7,0,0,0,0,0,0,494,53.3,-22.9,494,53.3,0,26.4,0.998,314,114,0.193,12,1,25,20,End
8,wax,20.00,4.00,141,-0.05,-18.8,141,0,0,-1.35,0.0338,324,3.85,-0.0000174,95.9,20.3,244,96,20,0,6.96,0.151,323,32.2,0.00636,29.7,0.025,6.25,29.7,0,0,0,0,0,0,499,53.2,-27.4,500,53.3,0,31.8,1.13,320,118,0.217,12,1,27,20,End
8,wax,20.00,4.00,141,0.05,25,141,0,0,-1.7,0.0356,325,4.9,-0.0000243,97.7,19.6,-75,97.9,20,0,10.9,0.181,323,33.8,0.00636,29.7,0,0,29.7,0,0,0,0,0,0,504,53.3,-10.8,505,53.3,0.000000954,22.7,1.11,319,116,0.213,12,1,27,20,End
8,wax,20.00,4.00,198,-0.05,-31.3,198,0,0,0.979,0.03,327,1.64,0.00000139,158,0.025,6.25,158,0,0,0.536,0.0162,326,0.151,0.00000194,119,0,0,119,0,0,0,0,0,0,306,0,0.438,306,0,0,0.79,2.71E-19,327,0,-0.00000671,12,1,2,20,End
8,wax,20.00,4.00,198,-0.025,-6.25,198,0,0,-0.62,0.0315,328,1.51,0,158,0,-12.5,158,0,0,-0.0976,0.0212,326,2.32,-0.00000114,119,0,0,119,0,0,0,0,0,0,306,0.001,0.5,306,0,0,2.38,2.71E-19,327,0,0.00000474,12,1,0,20,End
8,wax,20.00,4.00,198,0,0,198,0,0,-2.54,0.034,327,4.1,-0.00000315,158,0,0,158,0,0,-0.259,0.0186,326,2.29,-0.00000163,119,0,6.25,119,0,0,0,0,0,0,306,-0.00075,-0.625,306,0,0,0.499,2.71E-19,327,0,-0.00000295,12,1,0,20,End
8,wax,20.00,4.00,198,-0.05,-31.3,198,0,0,-1.58,0.0307,327,1.57,0,158,0,-12.5,158,0,0,-0.576,0.0177,326,2.45,0.000000973,119,0,0,119,0,0,0,0,0,0,306,-0.003,-1.19,306,0,0,-0.797,2.71E-19,327,0,-0.00000198,12,1,0,20,End
8,wax,20.00,4.00,198,-0.15,-43.8,198,0,0,-0.778,0.0318,327,2.97,-0.000000437,158,0,-12.5,158,0,0,1.18,0.0209,326,0.18,-0.00000106,119,0.025,12.5,119,0,0,0,0,0,0,306,0,0,306,0,0,5.65,2.71E-19,327,0,0,12,1,0,20,End
8,wax,20.00,4.00,198,-0.05,-6.25,198,0,0,-1.1,0.035,327,2.58,0.000000753,158,0.025,6.25,158,0,0,0.217,0.0196,327,1.18,-0.00000237,119,0,0,119,0,0,0,0,0,0,306,0.00175,0.188,306,0,0,-6.74,2.71E-19,327,0,0.00000596,12,1,0,20,End
8,wax,20.00,4.00,198,-0.025,0,198,0,0,-1.9,0.0344,328,2.96,0,158,-0.025,-18.8,158,0,0,-0.895,0.0192,326,3.25,0.000000917,119,0,0,119,0,0,0,0,0,0,306,0,0,306,0,0,1,2.71E-19,327,0,0.00000293,12,1,0,20,End
8,wax,20.00,4.00,198,0.05,12.5,198,0,0,-0.939,0.0395,328,0.816,0.00000259,158,0.025,6.25,158,0,0,0.858,0.0216,326,0.702,0.00000121,119,0,0,119,0,0,0,0,0,0,306,0.00175,0.687,306,0,0,0.579,2.71E-19,327,0,0.00000644,12,1,0,20,End
8,wax,20.00,4.00,198,0,0,198,0,0,-0.619,0.0394,328,0.39,-0.000000986,158,0,-6.25,158,0,0,-0.0958,0.0179,326,2.45,0.00000341,119,0,0,119,0,0,0,0,0,0,306,0,-0.438,306,0,0,0.499,2.71E-19,327,0,0.00000621,12,1,0,20,End
8,wax,20.00,4.00,198,-0.025,-6.25,198,0,0,0.0202,0.0358,327,1.31,-0.000000991,158,0.025,6.25,158,0,0,-1.06,0.0212,326,2.49,0.00000113,119,0,0,119,0,0,0,0,0,0,306,-0.001,-0.75,306,0,0,0.709,2.71E-19,327,0,-0.00000211,12,1,0,20,End
